index,task,image_path,true_caption,false_caption,clip_true,clip_false,clip_margin,clip_correct,model_true,model_false,model_margin,model_correct,margin_improvement,delta_true,delta_false,gate_true,gate_false,residual_scale
26379,attribution,/home/springwillow/Projects/Structure-CLIP-amr/data/visual_genome_data/vg_image/2369507.jpg,the analog clock and the gray wall,the gray clock and the analog wall,0.2969069480895996,0.30049556493759155,-0.0035886168479919434,0,0.44350844621658325,0.1686636209487915,0.27484482526779175,1,0.2784334421157837,2.7725729942321777,-2.493246555328369,0.2894250452518463,0.2894250452518463,0.18269191682338715
7418,attribution,/home/springwillow/Projects/Structure-CLIP-amr/data/visual_genome_data/vg_image/2406978.jpg,the white bus and the mesh fence,the mesh bus and the white fence,0.23906715214252472,0.24109137058258057,-0.002024218440055847,0,0.37867170572280884,0.1057048887014389,0.27296681702136993,1,0.2749910354614258,2.599262237548828,-2.5207266807556152,0.2939884066581726,0.2939884066581726,0.18269191682338715
15588,attribution,/home/springwillow/Projects/Structure-CLIP-amr/data/visual_genome_data/vg_image/2376787.jpg,the white train and the electric power line,the electric train and the white power line,0.3068525195121765,0.30416882038116455,0.002683699131011963,1,0.4388332962989807,0.16702388226985931,0.2718094140291214,1,0.26912571489810944,2.473576068878174,-2.570362091064453,0.29205599427223206,0.29205599427223206,0.18269191682338715
21016,attribution,/home/springwillow/Projects/Structure-CLIP-amr/data/visual_genome_data/vg_image/2372745.jpg,the blue jacket and the evergreen forest,the evergreen jacket and the blue forest,0.21169443428516388,0.20544692873954773,0.00624750554561615,1,0.3359657824039459,0.06077474355697632,0.2751910388469696,1,0.26894353330135345,2.4135868549346924,-2.809810161590576,0.28183096647262573,0.28183096647262573,0.18269191682338715
7432,attribution,/home/springwillow/Projects/Structure-CLIP-amr/data/visual_genome_data/vg_image/2406978.jpg,the white bus and the mesh fence,the mesh bus and the white fence,0.2895249128341675,0.2863336205482483,0.0031912922859191895,1,0.44485393166542053,0.17310068011283875,0.2717532515525818,1,0.2685619592666626,2.9259815216064453,-2.1330044269561768,0.2905772924423218,0.2905772924423218,0.18269191682338715
25935,attribution,/home/springwillow/Projects/Structure-CLIP-amr/data/visual_genome_data/vg_image/2333581.jpg,the brick wall and the black jacket,the black wall and the brick jacket,0.22092360258102417,0.21986860036849976,0.001055002212524414,1,0.3387244641780853,0.07622672617435455,0.2624977380037308,1,0.26144273579120636,2.172149419784546,-2.6486361026763916,0.29685163497924805,0.29685163497924805,0.18269191682338715
22720,attribution,/home/springwillow/Projects/Structure-CLIP-amr/data/visual_genome_data/vg_image/2351776.jpg,the round clock and the short hair,the short clock and the round hair,0.29937341809272766,0.2996956706047058,-0.0003222525119781494,0,0.4411661624908447,0.18216727674007416,0.25899888575077057,1,0.2593211382627487,2.595451831817627,-2.151303768157959,0.29903480410575867,0.29903480410575867,0.18269191682338715
16188,attribution,/home/springwillow/Projects/Structure-CLIP-amr/data/visual_genome_data/vg_image/2335448.jpg,the black motorcycle and the concrete wall,the concrete motorcycle and the black wall,0.28329604864120483,0.2808443307876587,0.0024517178535461426,1,0.4261363744735718,0.16746219992637634,0.25867417454719543,1,0.2562224566936493,2.6709017753601074,-2.120077133178711,0.292734295129776,0.292734295129776,0.18269191682338715
5638,attribution,/home/springwillow/Projects/Structure-CLIP-amr/data/visual_genome_data/vg_image/2365794.jpg,the red blanket and the large bed,the large blanket and the red bed,0.290363073348999,0.2906957268714905,-0.0003326535224914551,0,0.4208918809890747,0.1653931736946106,0.2554987072944641,1,0.25583136081695557,2.3895187377929688,-2.2938449382781982,0.2990036904811859,0.2990036904811859,0.18269191682338715
15265,attribution,/home/springwillow/Projects/Structure-CLIP-amr/data/visual_genome_data/vg_image/2320351.jpg,the blue sky and the black cable,the black sky and the blue cable,0.22385752201080322,0.22483408451080322,-0.0009765625,0,0.38343244791030884,0.1295168697834015,0.25391557812690735,1,0.25489214062690735,2.9401211738586426,-1.7561917304992676,0.2970845699310303,0.2970845699310303,0.18269191682338715
17638,attribution,/home/springwillow/Projects/Structure-CLIP-amr/data/visual_genome_data/vg_image/2394763.jpg,the tiled wall and the black garment,the black wall and the tiled garment,0.21215184032917023,0.21598798036575317,-0.0038361400365829468,0,0.3634990453720093,0.11577200889587402,0.24772703647613525,1,0.2515631765127182,2.8694186210632324,-1.900012493133545,0.2887095510959625,0.2887095510959625,0.18269191682338715
9262,attribution,/home/springwillow/Projects/Structure-CLIP-amr/data/visual_genome_data/vg_image/150297.jpg,the overcast sky and the sitting spectators,the sitting sky and the overcast spectators,0.2283407747745514,0.22566519677639008,0.002675577998161316,1,0.3643607497215271,0.11055600643157959,0.2538047432899475,1,0.2511291652917862,2.5490715503692627,-2.1571946144104004,0.2920796871185303,0.2920796871185303,0.18269191682338715
8692,attribution,/home/springwillow/Projects/Structure-CLIP-amr/data/visual_genome_data/vg_image/2406953.jpg,the wet road and the tall building,the tall road and the wet building,0.2531554698944092,0.2548207938671112,-0.0016653239727020264,0,0.40485620498657227,0.1556875854730606,0.24916861951351166,1,0.2508339434862137,2.814359188079834,-1.8391238451004028,0.295045405626297,0.295045405626297,0.18269191682338715
12529,attribution,/home/springwillow/Projects/Structure-CLIP-amr/data/visual_genome_data/vg_image/2400618.jpg,the rocky wall and the black locomotive,the black wall and the rocky locomotive,0.3024599850177765,0.303961843252182,-0.0015018582344055176,0,0.44229769706726074,0.193464457988739,0.24883323907852173,1,0.25033509731292725,2.590038299560547,-2.0466041564941406,0.2955281138420105,0.2955281138420105,0.18269191682338715
